date,channel,region,campaign,impressions,clicks,spend,conversions,revenue,ctr,cpc,conv_rate,roas,cpa
2024-03-20,Display,Germany,Product Launch Q2,60038,2179,2680.17,120,39959.06,3.63,1.23,5.54,14.91,22.33
2024-03-20,Display,UK,Brand Awareness Q1,44158,472,372.88,18,4721.93,1.07,0.79,3.84,12.66,20.72
2024-03-20,Display,Spain,Brand Awareness Q1,20362,1594,5547.12,54,14304.69,7.83,3.48,3.42,2.58,102.72
2024-03-20,Display,Italy,Brand Awareness Q1,25760,1197,1244.88,19,4980.64,4.65,1.04,1.61,4.0,65.52
2024-03-20,Social Ads,France,Product Launch Q2,72894,3338,2336.6,177,15961.14,4.58,0.7,5.33,6.83,13.2
2024-03-20,Social Ads,Germany,Retargeting Q3,8866,291,270.63,13,4926.31,3.29,0.93,4.64,18.2,20.82
2024-03-20,Social Ads,UK,Retargeting Q3,40870,1786,5983.1,48,11665.15,4.37,3.35,2.74,1.95,124.65
2024-03-20,Social Ads,Spain,Product Launch Q2,66216,4118,7577.12,146,27737.04,6.22,1.84,3.56,3.66,51.9
2024-03-20,Social Ads,Italy,Seasonal Promo Q4,37780,834,2059.98,45,6677.05,2.21,2.47,5.44,3.24,45.78
2024-03-20,Email,France,Seasonal Promo Q4,18486,940,2566.2,24,7870.44,5.09,2.73,2.56,3.07,106.92
2024-03-20,Email,Germany,Brand Awareness Q1,61815,4438,7100.8,210,70468.08,7.18,1.6,4.74,9.92,33.81
2024-03-20,Email,UK,Brand Awareness Q1,55206,2213,4580.91,63,17101.0,4.01,2.07,2.87,3.73,72.71
2024-03-20,Email,Spain,Retargeting Q3,63904,1386,429.66,49,12514.81,2.17,0.31,3.56,29.13,8.77
2024-03-20,Email,Italy,Product Launch Q2,74533,2586,775.8,49,7983.98,3.47,0.3,1.9,10.29,15.83
2024-03-21,SEA,France,Retargeting Q3,51890,1411,1284.01,40,4030.56,2.72,0.91,2.86,3.14,32.1
2024-03-21,SEA,Germany,Retargeting Q3,21030,225,555.75,10,1248.2,1.07,2.47,4.58,2.25,55.58
2024-03-21,SEA,UK,Brand Awareness Q1,35493,1749,2571.03,70,16417.93,4.93,1.47,4.01,6.39,36.73
2024-03-21,SEA,Spain,Brand Awareness Q1,78525,2316,5118.36,125,43871.18,2.95,2.21,5.42,8.57,40.95
2024-03-21,SEA,Italy,Brand Awareness Q1,60279,3478,5703.92,176,21006.07,5.77,1.64,5.07,3.68,32.41
2024-03-21,Display,France,Product Launch Q2,69740,3131,10864.57,97,9062.95,4.49,3.47,3.11,0.83,112.01
2024-03-21,Display,Germany,Brand Awareness Q1,47844,2459,2409.82,27,1518.55,5.14,0.98,1.11,0.63,89.25
2024-03-21,Display,UK,Brand Awareness Q1,65525,1959,5837.82,58,21085.34,2.99,2.98,3.01,3.61,100.65
2024-03-21,Display,Spain,Retargeting Q3,49222,2712,1166.16,40,13235.19,5.51,0.43,1.48,11.35,29.15
2024-03-21,Display,Italy,Seasonal Promo Q4,41002,1320,1768.8,18,5780.06,3.22,1.34,1.4,3.27,98.27
2024-03-21,Social Ads,France,Brand Awareness Q1,11169,418,1045.0,13,4511.46,3.75,2.5,3.27,4.32,80.38
2024-03-21,Social Ads,Germany,Product Launch Q2,54008,4083,2204.82,86,29146.24,7.56,0.54,2.12,13.22,25.64
2024-03-21,Social Ads,UK,Brand Awareness Q1,18780,1493,4538.72,68,8786.92,7.95,3.04,4.62,1.94,66.75
2024-03-21,Social Ads,Spain,Brand Awareness Q1,30055,1824,5253.12,92,21909.38,6.07,2.88,5.08,4.17,57.1
2024-03-21,Social Ads,Italy,Brand Awareness Q1,11880,335,934.65,5,1907.5,2.82,2.79,1.55,2.04,186.93
2024-03-21,Email,France,Product Launch Q2,39567,1309,2905.98,66,9534.97,3.31,2.22,5.06,3.28,44.03
2024-03-21,Email,Germany,Seasonal Promo Q4,23056,1171,702.6,30,3054.02,5.08,0.6,2.6,4.35,23.42
2024-03-21,Email,UK,Seasonal Promo Q4,63560,3610,6931.2,79,17164.68,5.68,1.92,2.2,2.48,87.74
2024-03-21,Email,Spain,Retargeting Q3,41771,1357,3541.77,28,3985.36,3.25,2.61,2.13,1.13,126.49
2024-03-21,Email,Italy,Product Launch Q2,15852,550,1628.0,12,3317.96,3.47,2.96,2.21,2.04,135.67
2024-03-22,SEA,France,Seasonal Promo Q4,15225,232,424.56,4,1138.7,1.53,1.83,2.06,2.68,106.14
2024-03-22,SEA,Germany,Retargeting Q3,55470,1286,694.44,26,6673.76,2.32,0.54,2.04,9.61,26.71
2024-03-22,SEA,UK,Product Launch Q2,45871,2733,6449.88,143,12438.31,5.96,2.36,5.24,1.93,45.1
2024-03-22,SEA,Spain,Product Launch Q2,33676,2498,3672.06,81,21640.55,7.42,1.47,3.26,5.89,45.33
2024-03-22,SEA,Italy,Brand Awareness Q1,57455,1332,1491.84,24,3780.03,2.32,1.12,1.82,2.53,62.16
2024-03-22,Display,France,Seasonal Promo Q4,24305,1028,565.4,15,837.09,4.23,0.55,1.55,1.48,37.69
2024-03-22,Display,Germany,Brand Awareness Q1,29514,847,1499.19,30,5195.55,2.87,1.77,3.65,3.47,49.97
2024-03-22,Display,UK,Retargeting Q3,77129,1226,1986.12,21,4741.1,1.59,1.62,1.75,2.39,94.58
2024-03-22,Display,Spain,Seasonal Promo Q4,11967,489,694.38,6,1103.3,4.09,1.42,1.25,1.59,115.73
2024-03-22,Display,Italy,Seasonal Promo Q4,30419,930,1422.9,36,8472.49,3.06,1.53,3.97,5.95,39.53
2024-03-22,Social Ads,France,Product Launch Q2,72976,2940,7203.0,124,47819.37,4.03,2.45,4.23,6.64,58.09
2024-03-22,Social Ads,Germany,Brand Awareness Q1,20097,275,88.0,6,438.28,1.37,0.32,2.33,4.98,14.67
2024-03-22,Social Ads,UK,Brand Awareness Q1,41105,1064,2394.0,48,8984.06,2.59,2.25,4.58,3.75,49.88
2024-03-22,Social Ads,Spain,Product Launch Q2,33821,2076,6435.6,48,5855.85,6.14,3.1,2.34,0.91,134.08
2024-03-22,Social Ads,Italy,Product Launch Q2,50564,2760,6982.8,67,3422.86,5.46,2.53,2.44,0.49,104.22
2024-03-22,Email,France,Product Launch Q2,70960,5215,11733.75,245,85357.36,7.35,2.25,4.7,7.27,47.89
2024-03-22,Email,Germany,Product Launch Q2,27312,876,376.68,16,5839.27,3.21,0.43,1.94,15.5,23.54
2024-03-22,Email,UK,Brand Awareness Q1,6669,377,606.97,4,1564.12,5.66,1.61,1.1,2.58,151.74
2024-03-22,Email,Spain,Brand Awareness Q1,27377,1574,4753.48,62,24139.05,5.75,3.02,3.97,5.08,76.67
2024-03-22,Email,Italy,Retargeting Q3,69003,4906,8634.56,60,3365.21,7.11,1.76,1.23,0.39,143.91
2024-03-23,SEA,France,Retargeting Q3,34922,1634,1225.5,28,2320.32,4.68,0.75,1.73,1.89,43.77
2024-03-23,SEA,Germany,Seasonal Promo Q4,48997,2043,5352.66,121,16948.33,4.17,2.62,5.95,3.17,44.24
2024-03-23,SEA,UK,Seasonal Promo Q4,38231,1357,325.68,37,11046.54,3.55,0.24,2.76,33.92,8.8
2024-03-23,SEA,Spain,Seasonal Promo Q4,19779,571,1090.61,23,2340.6,2.89,1.91,4.2,2.15,47.42
2024-03-23,SEA,Italy,Seasonal Promo Q4,33869,1903,1275.01,66,8944.9,5.62,0.67,3.49,7.02,19.32
2024-03-23,Display,France,Brand Awareness Q1,52109,1271,622.79,71,12937.79,2.44,0.49,5.6,20.77,8.77
2024-03-23,Display,Germany,Product Launch Q2,40903,2920,7124.8,160,33159.08,7.14,2.44,5.5,4.65,44.53
2024-03-23,Display,UK,Retargeting Q3,39774,2931,3956.85,77,19727.53,7.37,1.35,2.66,4.99,51.39
2024-03-23,Display,Spain,Brand Awareness Q1,45543,1061,2238.71,47,16072.12,2.33,2.11,4.51,7.18,47.63
2024-03-23,Display,Italy,Brand Awareness Q1,61814,4061,8406.27,201,34461.3,6.57,2.07,4.96,4.1,41.82
2024-03-23,Social Ads,France,Retargeting Q3,6092,273,671.58,9,923.22,4.49,2.46,3.33,1.37,74.62
2024-03-23,Social Ads,Germany,Brand Awareness Q1,78156,4415,5298.0,107,35301.95,5.65,1.2,2.44,6.66,49.51
2024-03-23,Social Ads,UK,Retargeting Q3,64488,831,939.03,32,2195.76,1.29,1.13,3.97,2.34,29.34
2024-03-23,Social Ads,Spain,Retargeting Q3,5667,227,540.26,2,276.0,4.01,2.38,1.0,0.51,270.13
2024-03-23,Social Ads,Italy,Brand Awareness Q1,42128,2738,5092.68,158,38909.43,6.5,1.86,5.79,7.64,32.23
2024-03-23,Email,France,Retargeting Q3,40477,809,2119.58,25,9284.77,2.0,2.62,3.16,4.38,84.78
2024-03-23,Email,Germany,Seasonal Promo Q4,33686,410,1344.8,9,2587.28,1.22,3.28,2.24,1.92,149.42
2024-03-23,Email,UK,Retargeting Q3,60386,2288,7275.84,125,46508.49,3.79,3.18,5.47,6.39,58.21
2024-03-23,Email,Spain,Product Launch Q2,27715,1371,3345.24,35,8832.55,4.95,2.44,2.61,2.64,95.58
2024-03-23,Email,Italy,Seasonal Promo Q4,37770,736,1494.08,18,1439.27,1.95,2.03,2.51,0.96,83.0
2024-03-24,SEA,France,Seasonal Promo Q4,76543,1745,4851.1,90,7525.33,2.28,2.78,5.17,1.55,53.9
2024-03-24,SEA,Germany,Seasonal Promo Q4,46059,2086,5131.56,58,10090.14,4.53,2.46,2.79,1.97,88.48
2024-03-24,SEA,UK,Seasonal Promo Q4,60116,4646,7991.12,258,15285.92,7.73,1.72,5.56,1.91,30.97
2024-03-24,SEA,Spain,Retargeting Q3,16590,1043,2325.89,26,3508.08,6.29,2.23,2.51,1.51,89.46
2024-03-24,SEA,Italy,Seasonal Promo Q4,21682,1159,3674.03,62,4261.73,5.35,3.17,5.39,1.16,59.26
2024-03-24,Display,France,Seasonal Promo Q4,21506,821,180.62,41,14604.97,3.82,0.22,5.04,80.86,4.41
2024-03-24,Display,Germany,Brand Awareness Q1,12123,192,209.28,11,962.14,1.59,1.09,5.93,4.6,19.03
2024-03-24,Display,UK,Brand Awareness Q1,43086,2137,5299.76,113,10453.06,4.96,2.48,5.32,1.97,46.9
2024-03-24,Display,Spain,Product Launch Q2,31878,1469,3011.45,85,8307.98,4.61,2.05,5.84,2.76,35.43
2024-03-24,Display,Italy,Product Launch Q2,44438,2399,6165.43,136,45147.36,5.4,2.57,5.68,7.32,45.33
2024-03-24,Social Ads,France,Product Launch Q2,20035,294,205.8,15,3479.07,1.47,0.7,5.4,16.91,13.72
2024-03-24,Social Ads,Germany,Brand Awareness Q1,31777,549,153.72,19,3548.25,1.73,0.28,3.53,23.08,8.09
2024-03-24,Social Ads,UK,Retargeting Q3,44311,1697,5837.68,86,29635.8,3.83,3.44,5.1,5.08,67.88
2024-03-24,Social Ads,Spain,Product Launch Q2,62557,4391,9835.84,138,37628.32,7.02,2.24,3.16,3.83,71.27
2024-03-24,Social Ads,Italy,Product Launch Q2,23571,1586,3758.82,29,8977.9,6.73,2.37,1.85,2.39,129.61
2024-03-24,Email,France,Retargeting Q3,67411,2939,3409.24,44,11266.96,4.36,1.16,1.5,3.3,77.48
2024-03-24,Email,Germany,Seasonal Promo Q4,41068,1535,3837.5,23,4506.02,3.74,2.5,1.54,1.17,166.85
2024-03-24,Email,UK,Retargeting Q3,24420,293,501.03,11,592.43,1.2,1.71,3.82,1.18,45.55
2024-03-24,Email,Spain,Retargeting Q3,9467,522,1644.3,21,1363.34,5.52,3.15,4.1,0.83,78.3
2024-03-24,Email,Italy,Retargeting Q3,23258,995,2577.05,23,9053.12,4.28,2.59,2.38,3.51,112.05
2024-03-25,SEA,France,Seasonal Promo Q4,70619,4936,9180.96,135,40119.11,6.99,1.86,2.74,4.37,68.01
2024-03-25,SEA,Germany,Retargeting Q3,72245,1040,2454.4,28,8448.25,1.44,2.36,2.76,3.44,87.66
2024-03-25,SEA,UK,Retargeting Q3,65225,3920,10976.0,93,29472.88,6.01,2.8,2.39,2.69,118.02
2024-03-25,SEA,Spain,Product Launch Q2,56633,838,2488.86,28,10833.04,1.48,2.97,3.42,4.35,88.89
2024-03-25,SEA,Italy,Retargeting Q3,71450,4594,8866.42,75,12257.01,6.43,1.93,1.65,1.38,118.22
2024-03-25,Display,France,Brand Awareness Q1,57923,851,255.3,39,5112.76,1.47,0.3,4.66,20.03,6.55
2024-03-25,Display,Germany,Product Launch Q2,70461,5312,9402.24,254,99940.09,7.54,1.77,4.8,10.63,37.02
2024-03-25,Display,UK,Seasonal Promo Q4,18819,1373,1057.21,74,23275.58,7.3,0.77,5.46,22.02,14.29
2024-03-25,Display,Spain,Seasonal Promo Q4,13437,192,197.76,2,624.95,1.43,1.03,1.19,3.16,98.88
2024-03-25,Display,Italy,Seasonal Promo Q4,54063,2838,8428.86,159,25822.51,5.25,2.97,5.62,3.06,53.01
2024-03-25,Social Ads,France,Seasonal Promo Q4,54496,1051,2417.3,39,4621.55,1.93,2.3,3.78,1.91,61.98
2024-03-25,Social Ads,Germany,Product Launch Q2,62345,3584,3368.96,168,33922.9,5.75,0.94,4.71,10.07,20.05
2024-03-25,Social Ads,UK,Product Launch Q2,16274,825,1881.0,35,4243.36,5.07,2.28,4.34,2.26,53.74
2024-03-25,Social Ads,Spain,Product Launch Q2,5686,200,310.0,7,526.31,3.52,1.55,3.73,1.7,44.29
2024-03-25,Social Ads,Italy,Retargeting Q3,74226,3317,9785.15,127,27407.43,4.47,2.95,3.85,2.8,77.05
2024-03-25,Email,France,Seasonal Promo Q4,51725,2756,5622.24,46,3381.19,5.33,2.04,1.69,0.6,122.22
2024-03-25,Email,Germany,Brand Awareness Q1,54298,3866,8041.28,63,14555.29,7.12,2.08,1.64,1.81,127.64
2024-03-25,Email,UK,Retargeting Q3,20456,918,339.66,33,1910.37,4.49,0.37,3.7,5.62,10.29
2024-03-25,Email,Spain,Retargeting Q3,37949,1415,1952.7,75,7893.9,3.73,1.38,5.36,4.04,26.04
2024-03-25,Email,Italy,Retargeting Q3,14801,701,701.0,25,6598.41,4.74,1.0,3.59,9.41,28.04
2024-03-26,SEA,France,Retargeting Q3,57326,3055,6110.0,166,42159.08,5.33,2.0,5.46,6.9,36.81
2024-03-26,SEA,Germany,Brand Awareness Q1,8929,109,173.31,2,721.62,1.23,1.59,2.0,4.16,86.66
2024-03-26,SEA,UK,Brand Awareness Q1,23256,565,1638.5,14,4410.99,2.43,2.9,2.65,2.69,117.04
2024-03-26,SEA,Spain,Brand Awareness Q1,35882,1596,4564.56,60,15810.04,4.45,2.86,3.82,3.46,76.08
2024-03-26,SEA,Italy,Brand Awareness Q1,50330,3960,13186.8,158,41767.53,7.87,3.33,3.99,3.17,83.46
2024-03-26,Display,France,Seasonal Promo Q4,77276,3361,2117.43,155,13395.32,4.35,0.63,4.62,6.33,13.66
2024-03-26,Display,Germany,Product Launch Q2,71532,1845,2509.2,62,20059.46,2.58,1.36,3.39,7.99,40.47
2024-03-26,Display,UK,Seasonal Promo Q4,7810,587,170.23,28,3322.51,7.52,0.29,4.91,19.52,6.08
2024-03-26,Display,Spain,Seasonal Promo Q4,7371,358,132.46,17,4987.87,4.87,0.37,4.83,37.66,7.79
2024-03-26,Display,Italy,Retargeting Q3,60945,2955,1713.9,46,12212.02,4.85,0.58,1.59,7.13,37.26
2024-03-26,Social Ads,France,Brand Awareness Q1,51109,1206,1977.84,15,1968.18,2.36,1.64,1.29,1.0,131.86
2024-03-26,Social Ads,Germany,Brand Awareness Q1,34769,1352,3623.36,68,16161.98,3.89,2.68,5.04,4.46,53.28
2024-03-26,Social Ads,UK,Seasonal Promo Q4,6952,494,503.88,6,418.97,7.11,1.02,1.28,0.83,83.98
2024-03-26,Social Ads,Spain,Retargeting Q3,28670,854,1058.96,34,12296.05,2.98,1.24,4.01,11.61,31.15
2024-03-26,Social Ads,Italy,Retargeting Q3,22002,1152,2050.56,18,1383.86,5.24,1.78,1.61,0.67,113.92
2024-03-26,Email,France,Product Launch Q2,76256,1860,4705.8,94,34232.36,2.44,2.53,5.07,7.27,50.06
2024-03-26,Email,Germany,Product Launch Q2,63135,3781,12515.11,185,28201.25,5.99,3.31,4.9,2.25,67.65
2024-03-26,Email,UK,Retargeting Q3,74054,5368,6710.0,199,17219.94,7.25,1.25,3.71,2.57,33.72
2024-03-26,Email,Spain,Product Launch Q2,58848,3495,7863.75,83,10063.27,5.94,2.25,2.4,1.28,94.74
2024-03-26,Email,Italy,Product Launch Q2,73287,1912,5066.8,39,7033.12,2.61,2.65,2.05,1.39,129.92
2024-03-27,SEA,France,Brand Awareness Q1,9701,761,1902.5,32,6682.15,7.85,2.5,4.25,3.51,59.45
2024-03-27,SEA,Germany,Brand Awareness Q1,7790,349,108.19,8,1475.69,4.49,0.31,2.39,13.64,13.52
2024-03-27,SEA,UK,Seasonal Promo Q4,12827,378,835.38,13,4575.62,2.95,2.21,3.48,5.48,64.26
2024-03-27,SEA,Spain,Brand Awareness Q1,63198,827,727.76,15,3013.2,1.31,0.88,1.92,4.14,48.52
2024-03-27,SEA,Italy,Retargeting Q3,44996,548,1490.56,31,11424.09,1.22,2.72,5.69,7.66,48.08
2024-03-27,Display,France,Seasonal Promo Q4,39410,2628,5650.2,125,21166.32,6.67,2.15,4.79,3.75,45.2
2024-03-27,Display,Germany,Seasonal Promo Q4,61039,3955,12893.3,188,62526.7,6.48,3.26,4.76,4.85,68.58
2024-03-27,Display,UK,Retargeting Q3,42672,2991,9870.3,99,24790.68,7.01,3.3,3.32,2.51,99.7
2024-03-27,Display,Spain,Brand Awareness Q1,26305,2030,3532.2,120,16005.53,7.72,1.74,5.96,4.53,29.44
2024-03-27,Display,Italy,Retargeting Q3,41791,2758,9211.72,39,5361.58,6.6,3.34,1.43,0.58,236.2
2024-03-27,Social Ads,France,Retargeting Q3,49241,2462,812.46,58,8355.57,5.0,0.33,2.37,10.28,14.01
2024-03-27,Social Ads,Germany,Product Launch Q2,6617,123,255.84,3,427.74,1.87,2.08,2.6,1.67,85.28
2024-03-27,Social Ads,UK,Seasonal Promo Q4,63170,2678,4418.7,89,34537.33,4.24,1.65,3.33,7.82,49.65
2024-03-27,Social Ads,Spain,Retargeting Q3,77955,1964,765.96,111,16289.91,2.52,0.39,5.69,21.27,6.9
2024-03-27,Social Ads,Italy,Seasonal Promo Q4,13394,546,573.3,26,3661.82,4.08,1.05,4.93,6.39,22.05
2024-03-27,Email,France,Product Launch Q2,21675,561,437.58,30,8387.77,2.59,0.78,5.36,19.17,14.59
2024-03-27,Email,Germany,Retargeting Q3,20000,1116,903.96,39,7960.22,5.58,0.81,3.53,8.81,23.18
2024-03-27,Email,UK,Retargeting Q3,10499,511,485.45,29,11518.51,4.87,0.95,5.76,23.73,16.74
2024-03-27,Email,Spain,Product Launch Q2,7112,408,1236.24,11,3315.53,5.75,3.03,2.77,2.68,112.39
2024-03-27,Email,Italy,Product Launch Q2,50839,894,1671.78,14,1079.51,1.76,1.87,1.57,0.65,119.41
2024-03-28,SEA,France,Seasonal Promo Q4,47701,2380,6997.2,104,7798.71,4.99,2.94,4.41,1.11,67.28
2024-03-28,SEA,Germany,Seasonal Promo Q4,42104,842,1077.76,41,6857.05,2.0,1.28,4.94,6.36,26.29
2024-03-28,SEA,UK,Brand Awareness Q1,54114,2321,7914.61,95,10080.4,4.29,3.41,4.11,1.27,83.31
2024-03-28,SEA,Spain,Retargeting Q3,43125,3238,10393.98,36,9473.88,7.51,3.21,1.13,0.91,288.72
2024-03-28,SEA,Italy,Product Launch Q2,71951,4324,11458.6,212,63492.75,6.01,2.65,4.92,5.54,54.05
2024-03-28,Display,France,Brand Awareness Q1,54655,3727,1155.37,172,31541.6,6.82,0.31,4.63,27.3,6.72
2024-03-28,Display,Germany,Seasonal Promo Q4,15133,1166,4046.02,44,17566.32,7.71,3.47,3.83,4.34,91.96
2024-03-28,Display,UK,Seasonal Promo Q4,75643,4636,13908.0,168,11424.17,6.13,3.0,3.64,0.82,82.79
2024-03-28,Display,Spain,Product Launch Q2,73740,3421,4276.25,67,16839.47,4.64,1.25,1.98,3.94,63.82
2024-03-28,Display,Italy,Brand Awareness Q1,48081,1298,3543.54,36,7543.35,2.7,2.73,2.81,2.13,98.43
2024-03-28,Social Ads,France,Brand Awareness Q1,36594,1507,5063.52,45,3505.12,4.12,3.36,3.05,0.69,112.52
2024-03-28,Social Ads,Germany,Product Launch Q2,52486,2923,6430.6,94,18480.17,5.57,2.2,3.24,2.87,68.41
2024-03-28,Social Ads,UK,Retargeting Q3,75466,2045,6544.0,89,25192.87,2.71,3.2,4.37,3.85,73.53
2024-03-28,Social Ads,Spain,Product Launch Q2,42602,1444,851.96,43,9750.64,3.39,0.59,3.04,11.44,19.81
2024-03-28,Social Ads,Italy,Brand Awareness Q1,69775,3788,10417.0,208,74202.33,5.43,2.75,5.5,7.12,50.08
2024-03-28,Email,France,Brand Awareness Q1,26859,496,530.72,18,6759.79,1.85,1.07,3.77,12.74,29.48
2024-03-28,Email,Germany,Brand Awareness Q1,21567,1529,4510.55,17,1843.27,7.09,2.95,1.12,0.41,265.33
2024-03-28,Email,UK,Product Launch Q2,22351,1028,2004.6,30,5934.77,4.6,1.95,2.94,2.96,66.82
2024-03-28,Email,Spain,Retargeting Q3,57732,3394,3394.0,83,13934.28,5.88,1.0,2.47,4.11,40.89
2024-03-28,Email,Italy,Seasonal Promo Q4,19125,1522,532.7,71,12370.7,7.96,0.35,4.69,23.22,7.5
2024-03-29,SEA,France,Product Launch Q2,58592,3175,8382.0,100,31518.1,5.42,2.64,3.18,3.76,83.82
2024-03-29,SEA,Germany,Product Launch Q2,29045,1763,3790.45,89,20317.0,6.07,2.15,5.1,5.36,42.59
2024-03-29,SEA,UK,Seasonal Promo Q4,6020,310,440.2,13,2376.15,5.15,1.42,4.25,5.4,33.86
2024-03-29,SEA,Spain,Retargeting Q3,28163,1284,2747.76,73,6125.76,4.56,2.14,5.72,2.23,37.64
2024-03-29,SEA,Italy,Seasonal Promo Q4,69656,2361,4863.66,129,32629.24,3.39,2.06,5.49,6.71,37.7
2024-03-29,Display,France,Product Launch Q2,42389,1381,1726.25,26,2603.09,3.26,1.25,1.89,1.51,66.39
2024-03-29,Display,Germany,Retargeting Q3,61431,2844,5972.4,116,9838.34,4.63,2.1,4.08,1.65,51.49
2024-03-29,Display,UK,Retargeting Q3,26704,488,536.8,15,5398.08,1.83,1.1,3.19,10.06,35.79
2024-03-29,Display,Spain,Product Launch Q2,39003,3089,8309.41,173,49002.56,7.92,2.69,5.62,5.9,48.03
2024-03-29,Display,Italy,Brand Awareness Q1,17579,430,1277.1,20,1191.45,2.45,2.97,4.77,0.93,63.86
2024-03-29,Social Ads,France,Retargeting Q3,75756,3613,3034.92,124,41892.08,4.77,0.84,3.44,13.8,24.48
2024-03-29,Social Ads,Germany,Product Launch Q2,31626,939,3126.87,29,5964.97,2.97,3.33,3.13,1.91,107.82
2024-03-29,Social Ads,UK,Seasonal Promo Q4,64486,1973,1104.88,89,30763.78,3.06,0.56,4.53,27.84,12.41
2024-03-29,Social Ads,Spain,Brand Awareness Q1,61657,2743,1344.07,46,6783.1,4.45,0.49,1.68,5.05,29.22
2024-03-29,Social Ads,Italy,Product Launch Q2,51362,3405,9057.3,71,5397.61,6.63,2.66,2.11,0.6,127.57
2024-03-29,Email,France,Brand Awareness Q1,71461,2393,4068.1,111,31660.37,3.35,1.7,4.68,7.78,36.65
2024-03-29,Email,Germany,Retargeting Q3,46262,3353,1106.49,50,14839.31,7.25,0.33,1.5,13.41,22.13
2024-03-29,Email,UK,Brand Awareness Q1,29955,2063,4909.94,111,6934.47,6.89,2.38,5.39,1.41,44.23
2024-03-29,Email,Spain,Retargeting Q3,37232,729,1049.76,41,11712.54,1.96,1.44,5.72,11.16,25.6
2024-03-29,Email,Italy,Product Launch Q2,66618,1372,3965.08,64,9530.23,2.06,2.89,4.67,2.4,61.95
2024-03-30,SEA,France,Brand Awareness Q1,16627,1273,3857.19,60,3067.15,7.66,3.03,4.75,0.8,64.29
2024-03-30,SEA,Germany,Retargeting Q3,69315,3396,3022.44,64,12566.77,4.9,0.89,1.89,4.16,47.23
2024-03-30,SEA,UK,Product Launch Q2,54845,2972,2882.84,81,19088.57,5.42,0.97,2.74,6.62,35.59
2024-03-30,SEA,Spain,Seasonal Promo Q4,44334,3050,9424.5,132,29248.26,6.88,3.09,4.34,3.1,71.4
2024-03-30,SEA,Italy,Retargeting Q3,51809,2486,2908.62,51,19738.1,4.8,1.17,2.09,6.79,57.03
2024-03-30,Display,France,Seasonal Promo Q4,59997,4673,5934.71,201,18197.88,7.79,1.27,4.31,3.07,29.53
2024-03-30,Display,Germany,Seasonal Promo Q4,46799,2630,3550.5,78,7395.98,5.62,1.35,2.99,2.08,45.52
2024-03-30,Display,UK,Product Launch Q2,69117,3600,8892.0,41,5894.71,5.21,2.47,1.14,0.66,216.88
2024-03-30,Display,Spain,Seasonal Promo Q4,58609,838,2304.5,19,3062.16,1.43,2.75,2.31,1.33,121.29
2024-03-30,Display,Italy,Product Launch Q2,62927,2504,2654.24,31,6817.73,3.98,1.06,1.27,2.57,85.62
2024-03-30,Social Ads,France,Product Launch Q2,49543,2700,945.0,87,11088.89,5.45,0.35,3.24,11.73,10.86
2024-03-30,Social Ads,Germany,Retargeting Q3,75256,1836,4149.36,105,27788.92,2.44,2.26,5.74,6.7,39.52
2024-03-30,Social Ads,UK,Brand Awareness Q1,21936,1147,309.69,52,17203.91,5.23,0.27,4.61,55.55,5.96
2024-03-30,Social Ads,Spain,Product Launch Q2,48684,3597,9819.81,135,37695.52,7.39,2.73,3.76,3.84,72.74
2024-03-30,Social Ads,Italy,Product Launch Q2,52460,2491,8593.95,129,24308.01,4.75,3.45,5.19,2.83,66.62
2024-03-30,Email,France,Product Launch Q2,43035,2844,9129.24,75,9409.9,6.61,3.21,2.66,1.03,121.72
2024-03-30,Email,Germany,Seasonal Promo Q4,6787,84,22.68,4,343.53,1.25,0.27,5.7,15.15,5.67
2024-03-30,Email,UK,Product Launch Q2,68556,891,1006.83,9,2439.4,1.3,1.13,1.12,2.42,111.87
2024-03-30,Email,Spain,Product Launch Q2,9427,274,167.14,13,3631.51,2.91,0.61,4.92,21.73,12.86
2024-03-30,Email,Italy,Seasonal Promo Q4,40389,2839,1277.55,99,29325.9,7.03,0.45,3.52,22.95,12.9
2024-03-31,SEA,France,Seasonal Promo Q4,7641,84,246.96,3,309.44,1.1,2.94,4.02,1.25,82.32
2024-03-31,SEA,Germany,Brand Awareness Q1,30465,2077,6314.08,102,20277.95,6.82,3.04,4.92,3.21,61.9
2024-03-31,SEA,UK,Seasonal Promo Q4,44603,1302,1132.74,30,8388.53,2.92,0.87,2.32,7.41,37.76
2024-03-31,SEA,Spain,Seasonal Promo Q4,54359,1652,842.52,96,23649.47,3.04,0.51,5.83,28.07,8.78
2024-03-31,SEA,Italy,Seasonal Promo Q4,42279,3107,6089.72,68,3809.66,7.35,1.96,2.22,0.63,89.55
2024-03-31,Display,France,Brand Awareness Q1,56595,4335,11791.2,198,41242.34,7.66,2.72,4.57,3.5,59.55
2024-03-31,Display,Germany,Retargeting Q3,57081,3653,6137.04,123,10840.23,6.4,1.68,3.38,1.77,49.89
2024-03-31,Display,UK,Product Launch Q2,48572,976,2225.28,13,3202.03,2.01,2.28,1.42,1.44,171.18
2024-03-31,Display,Spain,Product Launch Q2,69200,3563,1710.24,107,36735.74,5.15,0.48,3.02,21.48,15.98
2024-03-31,Display,Italy,Product Launch Q2,12724,810,834.3,20,3365.08,6.37,1.03,2.56,4.03,41.72
2024-03-31,Social Ads,France,Product Launch Q2,9785,318,658.26,9,467.55,3.25,2.07,3.03,0.71,73.14
