date,channel,sessions,bounce_rate_pct,pages_per_session,add_to_cart_rate_pct,checkout_rate_pct,conv_rate_pct,orders,avg_order_value,revenue,cart_abandonment_pct
2024-02-25,Social Media,4687,46.0,4.1,8.1,6.1,4.89,229,231.67,53052.43,39.6
2024-02-25,Direct,2631,29.8,1.8,17.0,13.2,7.96,209,310.9,64978.1,53.2
2024-02-26,Organic Search,4723,56.9,4.1,17.6,10.5,9.13,431,103.61,44655.91,48.1
2024-02-26,Paid Search,772,51.7,5.3,11.5,5.8,3.33,25,52.55,1313.75,71.0
2024-02-26,Email,5538,69.7,5.1,13.2,10.5,8.77,485,358.49,173867.65,33.6
2024-02-26,Social Media,7367,40.6,3.1,24.1,18.2,8.98,661,86.73,57328.53,62.7
2024-02-26,Direct,3566,60.3,5.9,11.3,5.1,3.12,111,120.4,13364.4,72.4
2024-02-27,Organic Search,2421,39.2,1.6,8.5,5.1,2.98,72,346.78,24968.16,64.9
2024-02-27,Paid Search,4283,61.1,4.3,7.3,4.1,1.82,77,273.92,21091.84,75.1
2024-02-27,Email,916,47.3,2.2,15.4,7.8,6.87,62,139.69,8660.78,55.4
2024-02-27,Social Media,7317,48.3,5.4,16.7,9.5,5.53,404,187.53,75762.12,66.9
2024-02-27,Direct,1033,31.6,5.3,16.4,7.3,4.78,49,123.42,6047.58,70.9
2024-02-28,Organic Search,2641,63.6,3.9,18.1,12.4,6.77,178,342.44,60954.32,62.6
2024-02-28,Paid Search,6517,48.8,3.8,11.4,8.8,4.61,300,179.77,53931.0,59.6
2024-02-28,Email,1061,66.2,4.6,19.3,10.7,4.83,51,114.09,5818.59,75.0
2024-02-28,Social Media,3532,56.0,4.2,20.9,16.0,6.69,236,114.48,27017.28,68.0
2024-02-28,Direct,954,60.6,2.3,15.4,7.5,3.99,38,258.26,9813.88,74.1
2024-02-29,Organic Search,6092,52.9,1.8,16.2,8.6,7.59,462,263.61,121787.82,53.1
2024-02-29,Paid Search,5544,64.9,4.4,22.3,11.3,6.97,386,349.71,134988.06,68.7
2024-02-29,Email,7479,55.0,4.7,20.8,14.0,7.26,542,143.64,77852.88,65.1
2024-02-29,Social Media,4492,49.6,3.0,24.5,15.9,9.64,433,210.52,91155.16,60.7
2024-02-29,Direct,1821,59.3,1.6,10.0,7.3,5.96,108,322.3,34808.4,40.4
2024-03-01,Organic Search,3908,63.0,3.6,17.2,11.4,4.95,193,74.33,14345.69,71.2
2024-03-01,Paid Search,720,45.0,5.7,15.8,8.0,5.15,37,147.6,5461.2,67.4
2024-03-01,Email,7962,40.0,4.2,18.5,10.5,5.84,464,58.47,27130.08,68.4
2024-03-01,Social Media,628,65.5,2.9,13.1,9.6,4.27,26,202.03,5252.78,67.4
2024-03-01,Direct,4962,62.8,4.5,9.1,3.7,2.8,138,251.02,34640.76,69.2
2024-03-02,Organic Search,2027,56.3,4.2,16.3,8.7,5.04,102,204.64,20873.28,69.1
2024-03-02,Paid Search,6360,54.6,5.3,7.9,3.4,1.98,125,314.47,39308.75,74.9
2024-03-02,Email,4977,42.0,3.4,19.1,11.7,6.36,316,379.11,119798.76,66.7
2024-03-02,Social Media,5661,52.1,3.8,20.6,15.7,8.61,487,376.16,183189.92,58.2
2024-03-02,Direct,5834,53.5,5.7,8.6,6.0,3.63,211,255.67,53946.37,57.8
2024-03-03,Organic Search,848,38.1,4.0,20.8,13.9,10.1,85,338.18,28745.3,51.4
2024-03-03,Paid Search,984,56.4,5.0,12.7,9.3,5.39,53,163.81,8681.93,57.6
2024-03-03,Email,1835,30.3,6.3,18.5,13.8,11.17,204,319.34,65145.36,39.6
2024-03-03,Social Media,6025,32.8,6.4,8.2,5.3,2.48,149,190.82,28432.18,69.8
2024-03-03,Direct,6687,54.8,5.3,19.5,13.4,9.67,646,338.64,218761.44,50.4
2024-03-04,Organic Search,6787,29.4,5.5,11.2,8.2,6.96,472,118.42,55894.24,37.9
2024-03-04,Paid Search,5547,45.7,6.4,13.7,5.7,4.73,262,234.69,61488.78,65.5
2024-03-04,Email,4778,25.8,6.1,6.4,5.1,4.07,194,237.22,46020.68,36.4
2024-03-04,Social Media,3485,54.6,4.6,13.1,6.6,2.71,94,306.64,28824.16,79.3
2024-03-04,Direct,7580,41.4,4.7,7.7,6.1,5.21,394,346.56,136544.64,32.3
2024-03-05,Organic Search,3606,35.6,5.6,21.6,16.5,12.22,440,196.85,86614.0,43.4
2024-03-05,Paid Search,717,46.4,5.0,18.3,7.7,3.24,23,144.74,3329.02,82.3
2024-03-05,Email,1629,52.9,3.2,9.4,4.0,2.65,43,249.73,10738.39,71.8
2024-03-05,Social Media,1647,53.6,4.3,9.2,4.1,3.67,60,123.89,7433.4,60.1
2024-03-05,Direct,5882,50.1,5.6,20.7,8.3,3.42,201,359.38,72235.38,83.5
2024-03-06,Organic Search,6474,52.2,2.9,14.0,9.9,8.8,569,355.03,202012.07,37.1
2024-03-06,Paid Search,2528,53.1,2.2,8.5,5.8,4.04,102,193.51,19738.02,52.5
2024-03-06,Email,4948,31.7,3.8,13.8,7.2,4.98,246,105.96,26066.16,63.9
2024-03-06,Social Media,6375,54.7,5.8,10.3,6.9,5.67,361,308.41,111336.01,45.0
2024-03-06,Direct,6389,47.7,4.9,23.1,17.4,10.89,695,207.8,144421.0,52.9
2024-03-07,Organic Search,1741,28.8,3.1,21.2,12.5,5.26,91,322.72,29367.52,75.2
2024-03-07,Paid Search,6414,30.8,2.7,12.3,7.8,7.0,448,191.24,85675.52,43.1
2024-03-07,Email,4608,33.8,6.3,17.3,8.3,6.58,303,83.11,25182.33,62.0
2024-03-07,Social Media,7459,53.6,2.4,23.6,14.2,12.03,897,356.1,319421.7,49.0
2024-03-07,Direct,4597,29.8,4.0,11.7,7.2,4.73,217,379.88,82433.96,59.6
2024-03-08,Organic Search,3620,29.2,5.9,11.3,7.6,5.78,209,160.6,33565.4,48.8
2024-03-08,Paid Search,6558,68.4,4.7,11.3,7.8,6.82,447,300.6,134368.2,39.6
2024-03-08,Email,2520,28.0,3.5,18.7,11.4,5.28,133,338.5,45020.5,71.8
2024-03-08,Social Media,6782,52.7,5.3,12.5,5.2,4.32,292,287.38,83914.96,65.4
2024-03-08,Direct,262,65.6,1.8,17.2,9.9,8.62,22,261.71,5757.62,49.9
2024-03-09,Organic Search,2752,57.9,6.2,14.9,11.5,7.01,192,49.02,9411.84,53.0
2024-03-09,Paid Search,7693,43.2,5.1,9.7,4.2,3.58,275,375.73,103325.75,63.1
2024-03-09,Email,1442,30.3,5.5,24.1,16.5,11.94,172,278.01,47817.72,50.5
2024-03-09,Social Media,4661,37.0,6.1,21.0,13.0,6.31,294,325.59,95723.46,70.0
2024-03-09,Direct,6731,33.1,2.5,16.5,10.7,9.3,625,248.41,155256.25,43.6
2024-03-10,Organic Search,4124,65.5,3.1,15.5,10.7,9.29,383,198.12,75879.96,40.1
2024-03-10,Paid Search,1118,27.0,5.0,6.2,4.2,3.18,35,123.32,4316.2,48.7
2024-03-10,Email,6281,43.1,1.7,16.5,7.4,3.9,244,339.28,82784.32,76.4
2024-03-10,Social Media,7216,32.1,2.3,9.3,5.0,2.94,212,143.22,30362.64,68.4
2024-03-10,Direct,7156,38.9,2.7,21.0,15.0,8.37,598,140.19,83833.62,60.1
2024-03-11,Organic Search,3852,47.3,3.5,18.9,12.5,10.41,400,67.05,26820.0,44.9
2024-03-11,Paid Search,6233,42.3,4.4,5.8,3.2,1.94,120,151.83,18219.6,66.6
2024-03-11,Email,7440,38.1,3.0,14.1,6.9,4.03,299,51.33,15347.67,71.4
2024-03-11,Social Media,7281,36.2,5.4,16.7,9.4,7.33,533,190.1,101323.3,56.1
2024-03-11,Direct,3969,37.5,2.1,23.1,13.7,6.54,259,369.46,95690.14,71.7
2024-03-12,Organic Search,204,52.6,5.4,22.8,16.6,7.69,15,246.2,3693.0,66.3
2024-03-12,Paid Search,1116,66.3,2.5,21.7,15.4,10.56,117,267.68,31318.56,51.3
2024-03-12,Email,3665,50.9,5.8,23.2,15.5,10.6,388,352.56,136793.28,54.3
2024-03-12,Social Media,1856,62.5,5.0,22.4,12.7,8.89,164,156.13,25605.32,60.3
2024-03-12,Direct,3011,29.1,6.3,6.5,4.4,3.14,94,188.38,17707.72,51.7
2024-03-13,Organic Search,7917,32.0,5.3,19.5,15.2,13.26,1049,337.84,354394.16,32.0
2024-03-13,Paid Search,1084,57.2,3.2,19.4,12.0,5.92,64,139.12,8903.68,69.5
2024-03-13,Email,6634,66.6,4.9,13.0,9.4,6.09,404,96.53,38998.12,53.2
2024-03-13,Social Media,3548,52.5,5.2,9.0,7.0,4.89,173,219.27,37933.71,45.7
2024-03-13,Direct,2141,69.6,4.4,20.9,12.2,10.08,215,62.13,13357.95,51.8
2024-03-14,Organic Search,1904,41.5,6.4,12.7,6.0,4.15,79,125.33,9901.07,67.3
2024-03-14,Paid Search,2923,60.1,4.0,23.0,13.9,6.98,204,84.98,17335.92,69.7
2024-03-14,Email,1056,29.9,6.3,11.8,6.6,3.14,33,332.95,10987.35,73.4
2024-03-14,Social Media,1196,28.2,4.1,15.8,8.2,4.65,55,93.62,5149.1,70.6
2024-03-14,Direct,4456,37.9,6.2,10.5,4.6,3.32,147,129.8,19080.6,68.4
2024-03-15,Organic Search,7899,47.9,5.7,8.1,5.5,4.45,351,51.25,17988.75,45.1
2024-03-15,Paid Search,271,48.0,6.1,23.0,11.8,10.09,27,94.01,2538.27,56.1
2024-03-15,Email,3002,26.0,5.7,12.7,5.9,2.47,74,276.8,20483.2,80.6
2024-03-15,Social Media,5601,60.5,4.3,24.3,17.8,9.71,543,155.88,84642.84,60.0
2024-03-15,Direct,903,38.8,3.1,10.5,4.5,3.41,30,362.31,10869.3,67.5
2024-03-16,Organic Search,4316,40.4,2.4,8.4,5.4,3.75,161,187.61,30205.21,55.4
2024-03-16,Paid Search,1067,50.3,2.5,12.1,9.5,4.61,49,284.96,13963.04,61.9
2024-03-16,Email,3346,50.6,5.1,12.8,9.4,7.15,239,305.43,72997.77,44.1
2024-03-16,Social Media,718,60.7,4.4,12.1,5.3,2.27,16,286.98,4591.68,81.2
2024-03-16,Direct,1485,51.5,3.1,5.6,2.3,1.77,26,321.82,8367.32,68.4
2024-03-17,Organic Search,6854,62.8,1.6,15.2,8.1,6.5,445,359.23,159857.35,57.2
2024-03-17,Paid Search,6214,65.6,6.0,21.7,13.3,7.77,482,184.51,88933.82,64.2
2024-03-17,Email,1444,54.1,3.7,6.9,2.9,2.32,33,191.93,6333.69,66.4
2024-03-17,Social Media,1360,38.8,5.0,12.4,5.2,2.68,36,126.38,4549.68,78.4
2024-03-17,Direct,458,50.6,4.0,21.7,16.6,9.67,44,165.5,7282.0,55.4
2024-03-18,Organic Search,6218,34.7,5.7,13.2,6.7,4.26,264,313.37,82729.68,67.7
2024-03-18,Paid Search,1993,48.9,4.6,9.5,5.7,4.69,93,98.78,9186.54,50.6
2024-03-18,Email,4030,44.5,3.2,10.2,4.9,3.56,143,288.05,41191.15,65.1
2024-03-18,Social Media,2089,63.2,4.2,19.4,9.5,3.97,82,85.86,7040.52,79.5
2024-03-18,Direct,5409,35.2,3.4,20.1,11.5,9.29,502,346.65,174018.3,53.8
2024-03-19,Organic Search,7384,59.6,2.8,5.4,4.2,3.46,255,194.59,49620.45,35.9
2024-03-19,Paid Search,7392,63.9,1.6,7.7,6.1,4.18,308,307.43,94688.44,45.7
2024-03-19,Email,2886,50.6,2.7,9.3,5.2,2.64,76,360.78,27419.28,71.6
2024-03-19,Social Media,2313,63.0,1.8,11.0,5.5,2.48,57,90.78,5174.46,77.5
2024-03-19,Direct,3211,57.8,4.5,7.4,4.9,3.0,96,366.14,35149.44,59.5
2024-03-20,Organic Search,5329,69.6,2.1,20.0,8.1,6.06,322,176.23,56746.06,69.7
2024-03-20,Paid Search,1823,35.8,3.0,14.5,8.4,6.44,117,81.14,9493.38,55.6
2024-03-20,Email,675,37.4,5.7,10.2,6.5,4.31,29,238.96,6929.84,57.7
2024-03-20,Social Media,4805,52.0,6.0,11.6,6.5,3.78,181,321.33,58160.73,67.4
2024-03-20,Direct,4054,53.6,3.2,20.5,14.6,6.65,269,254.12,68358.28,67.6
2024-03-21,Organic Search,4862,37.2,3.5,12.0,8.5,3.85,187,312.06,58355.22,67.9
2024-03-21,Paid Search,1693,56.6,3.7,8.3,5.8,4.4,74,321.11,23762.14,47.0
2024-03-21,Email,1218,31.7,2.7,7.1,4.1,2.49,30,238.17,7145.1,64.9
2024-03-21,Social Media,5702,46.8,4.6,15.3,9.1,4.42,252,289.35,72916.2,71.1
2024-03-21,Direct,7795,43.6,4.0,23.2,11.1,5.22,406,210.35,85402.1,77.5
2024-03-22,Organic Search,5080,58.2,5.4,14.9,9.9,7.53,382,219.23,83745.86,49.5
2024-03-22,Paid Search,1964,42.9,4.7,18.8,11.7,5.35,105,233.01,24466.05,71.5
2024-03-22,Email,2114,40.5,2.2,20.7,10.2,9.03,190,287.45,54615.5,56.4
2024-03-22,Social Media,1319,39.1,5.2,10.4,7.7,5.46,72,378.94,27283.68,47.5
2024-03-22,Direct,2439,64.0,5.8,19.4,9.4,5.82,141,133.68,18848.88,70.0
2024-03-23,Organic Search,5107,68.9,2.4,19.8,8.3,5.59,285,218.58,62295.3,71.8
2024-03-23,Paid Search,6198,41.8,3.0,13.9,6.1,2.76,171,77.1,13184.1,80.1
2024-03-23,Email,1610,36.5,4.6,12.4,7.8,4.02,64,131.31,8403.84,67.6
2024-03-23,Social Media,2740,48.4,5.0,11.3,7.1,4.15,113,284.24,32119.12,63.3
2024-03-23,Direct,5323,39.1,3.6,18.1,9.3,4.1,218,201.04,43826.72,77.3
2024-03-24,Organic Search,3707,26.5,5.9,16.3,7.9,4.15,153,105.37,16121.61,74.5
2024-03-24,Paid Search,480,51.0,2.5,14.4,10.6,6.96,33,160.48,5295.84,51.7
2024-03-24,Email,618,48.5,6.2,7.8,3.3,1.75,10,173.42,1734.2,77.6
2024-03-24,Social Media,1316,55.6,2.3,5.4,4.2,2.69,35,275.24,9633.4,50.2
2024-03-24,Direct,1119,26.9,3.2,15.4,12.2,9.69,108,182.35,19693.8,37.1
2024-03-25,Organic Search,3794,65.5,6.3,17.7,13.6,9.59,363,84.33,30611.79,45.8
2024-03-25,Paid Search,5937,25.6,2.1,18.1,12.6,8.76,520,252.38,131237.6,51.6
2024-03-25,Email,1732,45.6,6.0,12.6,5.2,2.1,36,167.2,6019.2,83.3
2024-03-25,Social Media,1650,58.4,6.0,20.2,9.9,6.67,110,244.96,26945.6,67.0
2024-03-25,Direct,231,46.6,5.8,22.8,10.2,6.77,15,110.72,1660.8,70.3
2024-03-26,Organic Search,6705,47.8,5.1,23.5,16.5,12.85,861,334.43,287944.23,45.3
2024-03-26,Paid Search,1588,61.0,2.4,21.5,9.9,7.27,115,49.85,5732.75,66.2
2024-03-26,Email,5182,48.2,6.3,13.4,9.1,8.18,423,316.12,133718.76,39.0
2024-03-26,Social Media,621,48.4,1.9,8.1,4.5,4.04,25,365.67,9141.75,50.1
2024-03-26,Direct,560,34.4,5.3,20.1,15.3,10.75,60,120.2,7212.0,46.5
2024-03-27,Organic Search,6375,54.9,5.7,7.8,4.6,3.92,249,45.37,11297.13,49.7
2024-03-27,Paid Search,3146,41.4,2.8,20.2,13.8,11.14,350,152.08,53228.0,44.9
2024-03-27,Email,2195,65.4,2.5,18.4,12.8,7.24,158,213.47,33728.26,60.7
2024-03-27,Social Media,2920,61.6,4.0,9.9,7.9,6.04,176,166.51,29305.76,39.0
2024-03-27,Direct,7294,37.8,5.9,12.4,9.4,7.73,563,354.59,199634.17,37.7
2024-03-28,Organic Search,4852,32.4,6.4,14.3,8.6,6.86,332,353.26,117282.32,52.0
2024-03-28,Paid Search,5735,45.1,5.3,24.3,11.1,6.25,358,185.21,66305.18,74.3
2024-03-28,Email,686,51.6,5.7,16.7,10.2,5.43,37,106.97,3957.89,67.5
2024-03-28,Social Media,753,45.9,3.9,21.1,14.1,10.71,80,369.28,29542.4,49.2
2024-03-28,Direct,363,31.9,5.8,14.7,6.8,4.96,18,372.65,6707.7,66.3
2024-03-29,Organic Search,1603,40.0,5.9,18.5,13.9,9.81,157,95.38,14974.66,47.0
2024-03-29,Paid Search,4429,46.8,4.3,12.0,8.2,5.41,239,356.2,85131.8,54.9
2024-03-29,Email,7300,49.9,5.0,22.3,9.0,7.79,568,338.44,192233.92,65.1
2024-03-29,Social Media,3570,60.4,3.1,22.6,14.7,7.49,267,287.24,76693.08,66.9
2024-03-29,Direct,1608,34.0,4.5,19.0,11.2,7.23,116,141.03,16359.48,61.9
2024-03-30,Organic Search,7568,36.6,3.5,19.5,9.3,5.39,407,227.29,92507.03,72.4
2024-03-30,Paid Search,314,52.5,5.5,23.5,13.2,6.89,21,108.41,2276.61,70.7
2024-03-30,Email,861,46.3,5.3,6.5,3.9,1.7,14,186.18,2606.52,73.8
2024-03-30,Social Media,6093,41.4,4.8,12.0,5.1,2.58,157,149.67,23498.19,78.5
2024-03-30,Direct,7598,50.6,3.2,13.1,7.7,3.22,244,340.85,83167.4,75.4
2024-03-31,Organic Search,6045,34.1,2.4,6.6,4.2,2.79,168,179.14,30095.52,57.7
2024-03-31,Paid Search,2045,63.9,3.9,8.9,6.1,5.24,107,363.53,38897.71,41.1
2024-03-31,Email,5757,38.7,5.8,23.9,14.1,12.38,712,308.84,219894.08,48.2
2024-03-31,Social Media,5375,45.0,3.0,13.0,9.2,6.31,339,297.21,100754.19,51.5
2024-03-31,Direct,4620,25.4,4.2,24.9,12.5,8.06,372,68.68,25548.96,67.6
2024-04-01,Organic Search,5035,56.4,5.5,15.0,8.8,5.63,283,116.21,32887.43,62.5
2024-04-01,Paid Search,3409,63.2,4.7,8.3,5.6,4.12,140,250.71,35099.4,50.4
2024-04-01,Email,2657,56.4,1.8,21.4,16.6,7.78,206,127.5,26265.0,63.6
2024-04-01,Social Media,5681,42.6,4.2,20.3,10.1,4.08,231,133.55,30850.05,79.9
2024-04-01,Direct,7222,26.0,2.1,21.4,11.0,8.39,605,363.91,220165.55,60.8
2024-04-02,Organic Search,2971,41.5,5.6,14.2,8.7,3.91,116,135.67,15737.72,72.5
2024-04-02,Paid Search,1469,50.6,6.4,11.5,8.9,5.3,77,372.12,28653.24,53.9
2024-04-02,Email,7461,35.9,2.6,13.8,6.5,2.78,207,94.75,19613.25,79.9
2024-04-02,Social Media,7887,57.7,2.6,12.5,5.8,4.92,388,47.9,18585.2,60.6
2024-04-02,Direct,7072,31.3,3.3,9.1,5.5,3.48,246,163.94,40329.24,61.8
2024-04-03,Organic Search,4541,56.1,5.8,14.0,6.2,4.03,183,333.66,61059.78,71.2
2024-04-03,Paid Search,5601,65.3,6.0,15.9,7.7,4.0,224,160.86,36032.64,74.8
2024-04-03,Email,5682,28.3,2.7,18.3,9.2,7.7,437,175.74,76798.38,57.9
2024-04-03,Social Media,1511,42.7,4.9,13.0,9.3,5.9,89,374.22,33305.58,54.6
2024-04-03,Direct,5269,57.3,5.1,9.6,4.0,3.41,179,113.11,20246.69,64.5
2024-04-04,Organic Search,7316,32.2,5.2,18.0,14.0,7.54,551,140.78,77569.78,58.1
2024-04-04,Paid Search,4227,52.8,4.7,7.5,5.0,3.11,131,92.41,12105.71,58.5
2024-04-04,Email,1098,61.9,5.3,10.9,8.7,5.37,58,248.64,14421.12,50.7
2024-04-04,Social Media,4749,66.1,4.7,14.9,9.8,8.4,398,255.78,101800.44,43.6
2024-04-04,Direct,3163,39.6,3.6,7.7,6.1,4.03,127,353.73,44923.71,47.7
2024-04-05,Organic Search,1642,38.4,5.8,23.8,10.4,9.15,150,197.72,29658.0,61.6
2024-04-05,Paid Search,7819,26.9,2.5,8.7,5.8,2.35,183,329.75,60344.25,73.0
2024-04-05,Email,7463,67.7,6.3,8.1,5.7,2.97,221,64.61,14278.81,63.3
2024-04-05,Social Media,3104,25.9,3.9,19.9,13.8,5.85,181,256.76,46473.56,70.6
2024-04-05,Direct,1621,64.2,3.1,24.9,13.6,11.38,184,70.43,12959.12,54.3
2024-04-06,Organic Search,3658,29.3,5.6,20.4,15.2,11.07,404,276.49,111701.96,45.7
2024-04-06,Paid Search,2873,41.9,2.2,8.8,6.7,5.71,164,216.51,35507.64,35.1
2024-04-06,Email,2680,64.4,3.7,14.8,8.8,7.9,211,362.21,76426.31,46.6
2024-04-06,Social Media,5577,35.9,2.2,12.6,6.1,4.96,276,173.3,47830.8,60.6
2024-04-06,Direct,1235,35.9,6.2,16.6,8.5,4.59,56,46.92,2627.52,72.3
2024-04-07,Organic Search,3257,55.8,4.9,6.8,4.8,3.8,123,310.43,38182.89,44.1
2024-04-07,Paid Search,938,48.0,2.6,20.0,15.6,8.02,75,69.36,5202.0,59.9
2024-04-07,Email,3315,68.2,1.8,21.9,13.0,7.47,247,360.81,89120.07,65.9
2024-04-07,Social Media,905,33.6,3.4,12.4,5.8,3.17,28,131.68,3687.04,74.4
2024-04-07,Direct,3777,46.9,4.3,6.3,4.4,3.06,115,210.86,24248.9,51.4
2024-04-08,Organic Search,5518,68.3,4.8,13.8,10.1,5.14,283,163.53,46278.99,62.8
2024-04-08,Paid Search,2438,52.1,3.0,11.6,7.0,5.64,137,172.72,23662.64,51.4
2024-04-08,Email,7345,42.6,2.3,24.3,15.5,6.33,464,134.94,62612.16,74.0
2024-04-08,Social Media,3039,47.4,4.6,15.6,10.5,9.29,282,112.85,31823.7,40.4
2024-04-08,Direct,7514,30.8,5.2,20.3,11.6,6.69,502,317.78,159525.56,67.0
2024-04-09,Organic Search,2044,38.3,2.3,9.9,6.5,4.7,96,315.19,30258.24,52.5
2024-04-09,Paid Search,2910,33.9,2.9,10.6,7.9,5.33,155,167.17,25911.35,49.7
2024-04-09,Email,5600,58.5,4.3,23.3,12.5,7.85,439,227.62,99925.18,66.3
2024-04-09,Social Media,1014,58.1,1.9,12.6,9.5,8.33,84,337.38,28339.92,33.9
2024-04-09,Direct,6876,57.0,3.1,19.2,8.5,5.01,344,287.39,98862.16,73.9
2024-04-10,Organic Search,1064,40.3,1.9,12.3,6.2,3.13,33,367.65,12132.45,74.6
2024-04-10,Paid Search,3232,43.9,4.0,16.3,13.0,8.08,261,61.96,16171.56,50.4
2024-04-10,Email,2448,35.2,6.3,21.2,10.9,7.77,190,112.71,21414.9,63.3
2024-04-10,Social Media,5210,25.2,5.9,9.8,7.1,3.09,160,232.47,37195.2,68.5
2024-04-10,Direct,3743,37.3,5.1,24.5,14.2,8.9,333,243.63,81128.79,63.7
2024-04-11,Organic Search,6117,25.6,6.0,10.2,5.9,3.12,190,110.79,21050.1,69.4
2024-04-11,Paid Search,1775,29.5,5.6,14.9,8.2,3.85,68,313.4,21311.2,74.2
2024-04-11,Email,4499,39.0,5.0,8.5,5.8,5.18,233,277.39,64631.87,39.1
2024-04-11,Social Media,7585,36.4,2.4,11.8,5.8,2.65,201,146.46,29438.46,77.5
2024-04-11,Direct,1654,25.8,2.1,17.7,10.1,5.38,88,167.3,14722.4,69.6
2024-04-12,Organic Search,3067,40.0,3.3,12.3,5.8,4.42,135,254.76,34392.6,64.1
2024-04-12,Paid Search,2324,27.3,2.6,7.6,4.5,2.33,54,362.2,19558.8,69.3
2024-04-12,Email,2960,67.0,6.4,11.7,5.6,4.0,118,66.83,7885.94,65.8
2024-04-12,Social Media,1549,69.4,4.2,21.2,13.8,9.42,145,141.54,20523.3,55.6
2024-04-12,Direct,4934,34.8,2.3,11.5,6.0,3.38,166,326.05,54124.3,70.6
2024-04-13,Organic Search,7122,25.1,5.9,16.1,9.0,5.68,404,319.46,129061.84,64.7
2024-04-13,Paid Search,7700,56.7,5.0,10.7,7.4,4.03,310,141.81,43961.1,62.3
2024-04-13,Email,1230,40.0,2.5,12.2,9.1,4.67,57,157.78,8993.46,61.7
2024-04-13,Social Media,6036,49.3,2.7,10.6,6.7,3.28,197,256.59,50548.23,69.1
2024-04-13,Direct,4722,55.5,3.5,18.2,11.8,7.42,350,274.8,96180.0,59.2
2024-04-14,Organic Search,5034,68.9,4.4,7.7,3.9,3.12,157,108.54,17040.78,59.5
2024-04-14,Paid Search,641,34.2,4.9,15.6,9.4,7.62,48,305.35,14656.8,51.2
2024-04-14,Email,6555,61.4,4.8,7.3,4.9,3.66,239,63.52,15181.28,49.9
2024-04-14,Social Media,4984,61.7,5.4,20.8,13.4,11.71,583,293.78,171273.74,43.7
2024-04-14,Direct,6471,69.0,3.8,9.2,5.2,4.47,289,153.0,44217.0,51.4
2024-04-15,Organic Search,5616,49.1,4.8,13.4,6.2,3.01,169,104.57,17672.33,77.5
2024-04-15,Paid Search,2563,37.7,2.0,17.3,11.8,5.19,133,174.23,23172.59,70.0
2024-04-15,Email,3594,47.9,1.6,7.3,4.8,4.08,146,195.65,28564.9,44.1
2024-04-15,Social Media,1602,40.9,5.4,21.5,14.9,6.92,110,95.62,10518.2,67.8
2024-04-15,Direct,3739,56.7,4.3,12.8,9.5,6.32,236,379.1,89467.6,50.6
2024-04-16,Organic Search,2295,61.4,5.3,5.1,2.8,2.25,51,278.87,14222.37,55.9
2024-04-16,Paid Search,4667,34.2,4.2,8.9,6.8,5.57,259,311.91,80784.69,37.4
2024-04-16,Email,3555,65.6,3.2,23.7,12.6,8.52,302,359.83,108668.66,64.1
2024-04-16,Social Media,4561,66.4,5.2,5.6,4.3,2.34,106,371.72,39402.32,58.2
2024-04-16,Direct,5564,69.3,5.1,14.3,8.3,7.28,405,351.94,142535.7,49.1
2024-04-17,Organic Search,2931,44.6,5.5,10.8,6.7,5.13,150,50.76,7614.0,52.5
2024-04-17,Paid Search,2434,30.8,4.5,10.1,7.2,3.43,83,332.3,27580.9,66.0
2024-04-17,Email,3377,68.3,6.4,9.1,5.2,3.24,109,226.77,24717.93,64.4
2024-04-17,Social Media,6198,52.5,2.1,9.2,5.0,3.37,208,199.8,41558.4,63.4
2024-04-17,Direct,2026,65.7,6.2,21.4,11.7,4.86,98,324.89,31839.22,77.3
2024-04-18,Organic Search,5699,53.7,1.5,5.5,4.0,2.15,122,236.17,28812.74,60.9
2024-04-18,Paid Search,7107,60.9,6.2,21.0,16.4,8.24,585,327.76,191739.6,60.8
2024-04-18,Email,6125,53.8,6.4,19.4,8.7,5.44,333,307.2,102297.6,72.0
2024-04-18,Social Media,2968,56.3,1.9,10.1,5.7,5.13,152,369.34,56139.68,49.2
2024-04-18,Direct,2043,32.3,5.4,6.8,3.1,1.95,39,342.76,13367.64,71.3
2024-04-19,Organic Search,1682,31.4,3.7,23.8,17.9,12.07,203,113.77,23095.31,49.3
2024-04-19,Paid Search,7398,45.3,5.3,23.9,16.6,13.33,986,262.69,259012.34,44.2
2024-04-19,Email,2757,34.2,5.0,5.7,4.4,2.67,73,105.23,7681.79,53.2
2024-04-19,Social Media,1061,41.8,2.7,17.4,12.2,8.37,88,338.95,29827.6,51.9
2024-04-19,Direct,2757,64.1,2.9,19.4,9.2,6.47,178,74.77,13309.06,66.6
2024-04-20,Organic Search,5037,46.8,6.5,19.2,9.4,8.06,405,262.03,106122.15,58.0
2024-04-20,Paid Search,6047,67.2,2.1,23.4,10.2,8.48,512,376.65,192844.8,63.8
2024-04-20,Email,2342,29.7,3.7,12.9,5.3,2.82,66,374.19,24696.54,78.1
2024-04-20,Social Media,486,40.4,2.2,7.6,3.5,1.55,7,374.61,2622.27,79.6
2024-04-20,Direct,7910,57.8,2.0,5.3,2.3,1.34,105,153.02,16067.1,74.7
2024-04-21,Organic Search,3004,30.0,2.3,13.6,10.8,9.51,285,291.81,83165.85,30.1
2024-04-21,Paid Search,1117,53.0,3.8,20.0,12.3,9.87,110,112.36,12359.6,50.7
2024-04-21,Email,2761,62.8,5.9,20.4,9.6,3.96,109,360.58,39303.22,80.6
